com.samsung.health.nutrition,6123001,2
0.0,0.0,0.0,0.0,2019-02-25 16:00:00.000,,0.0,0.0,0.0,2019-02-25 16:02:54.392,2019-02-25 16:02:54.392,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,889.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,fcd45671-9516-4ea6-8246-380bedb4482b,
0.0,0.0,0.0,0.0,2019-02-16 11:00:00.000,,0.0,0.0,0.0,2019-02-16 11:02:12.887,2019-02-16 11:02:12.887,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,d0a45ab9-663d-414d-a84e-f2e1c1314e88,
0.0,0.0,0.0,0.0,2019-02-25 06:00:00.000,,0.0,0.0,0.0,2019-02-25 06:01:01.471,2019-02-25 06:01:01.471,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,889.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,58e5d6f5-42ec-48a0-89d1-26f2141e2a01,
0.0,0.0,0.0,0.0,2019-02-17 11:00:00.000,,0.0,0.0,0.0,2019-02-17 11:01:58.535,2019-02-17 11:01:58.535,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,c9581b13-2513-4bfb-9ca3-0ef3641a2c1d,
0.0,0.0,0.0,0.0,2019-02-02 16:00:00.000,,0.0,0.0,0.0,2019-02-02 16:00:30.661,2019-02-02 16:00:30.661,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,0f511f88-c2ae-4f40-bab8-4ad695e7a2c4,
0.0,0.0,0.0,0.0,2019-02-27 11:00:00.000,,0.0,0.0,0.0,2019-02-27 11:00:26.615,2019-02-27 11:00:26.615,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,f7cc047d-aaa0-4c74-b7b2-35f9853da29c,
0.0,0.0,0.0,0.0,2019-02-18 06:00:00.000,,0.0,0.0,0.0,2019-02-18 06:00:35.949,2019-02-18 06:00:35.949,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,882.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,7118d664-1ef2-4d2e-bb7a-529b0e60d5c1,
0.0,0.0,0.0,0.0,2019-02-18 11:00:00.000,,0.0,0.0,0.0,2019-02-18 11:01:08.768,2019-02-18 11:01:08.768,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,6e34a865-5b8d-43ae-8b9d-25963fd2f65f,
0.0,0.0,0.0,0.0,2019-02-19 11:00:00.000,,0.0,0.0,0.0,2019-02-19 11:00:11.295,2019-02-19 11:00:11.295,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,44125346-a9cd-4362-b931-f477ae571a6f,
0.0,0.0,0.0,0.0,2019-02-26 16:00:00.000,,0.0,0.0,0.0,2019-02-26 16:00:33.096,2019-02-26 16:00:33.096,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,3ec16b5e-33d1-4d06-8d7b-971826e08dd0,
0.0,0.0,0.0,0.0,2019-02-20 06:00:00.000,,0.0,0.0,0.0,2019-02-20 06:01:39.669,2019-02-20 06:01:39.669,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,882.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,23dae8d3-6ef8-4e65-9483-c5eac25e354f,
0.0,0.0,0.0,0.0,2019-02-04 16:00:00.000,,0.0,0.0,0.0,2019-02-04 16:01:36.864,2019-02-04 16:01:36.864,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,1b2f61ae-d5db-4425-b767-785dc4f92ae4,
0.0,0.0,0.0,0.0,2019-02-20 11:00:00.000,,0.0,0.0,0.0,2019-02-20 11:00:22.917,2019-02-20 11:00:22.917,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,78dec53c-ec4b-499d-9ffb-711f91456b46,
0.0,0.0,0.0,0.0,2019-03-01 11:00:00.000,,0.0,0.0,0.0,2019-03-01 11:03:00.625,2019-03-01 11:03:00.625,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,56e7a40f-c7fb-4922-ad31-4989e1ae71d5,
0.0,0.0,0.0,0.0,2019-02-21 11:00:00.000,,0.0,0.0,0.0,2019-02-21 11:02:49.833,2019-02-21 11:02:49.833,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,2ff89335-9b19-4c72-baea-d789809c61f2,
0.0,0.0,0.0,0.0,2019-02-28 16:00:00.000,,0.0,0.0,0.0,2019-02-28 16:00:42.669,2019-02-28 16:00:42.669,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,ee4eebe2-2a76-4b9c-bb36-be01bbd446d9,
0.0,0.0,0.0,0.0,2019-02-06 16:00:00.000,,0.0,0.0,0.0,2019-02-06 16:01:07.199,2019-02-06 16:01:07.199,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,d3e5c43f-c4cd-4484-a066-a2b22955460e,
0.0,0.0,0.0,0.0,2019-02-22 11:00:00.000,,0.0,0.0,0.0,2019-02-22 12:13:33.515,2019-02-22 12:13:33.515,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,ae218eda-a87c-4066-b957-e83f79596c97,
0.0,0.0,0.0,0.0,2019-02-22 06:00:00.000,,0.0,0.0,0.0,2019-02-22 06:01:58.063,2019-02-22 06:01:58.063,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,882.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,40eea2d8-cdcc-4d3f-a5dc-190b8b117e04,
0.0,0.0,0.0,0.0,2019-02-08 16:00:00.000,,0.0,0.0,0.0,2019-02-08 16:01:35.046,2019-02-08 16:01:35.046,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,a70b675f-4f1a-467b-8a90-86c1f3a1b508,
0.0,0.0,0.0,0.0,2019-03-02 16:00:00.000,,0.0,0.0,0.0,2019-03-02 16:00:08.387,2019-03-02 16:00:08.387,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,e09cc882-83d9-428a-b6a6-48ac1ceb84de,
0.0,0.0,0.0,0.0,2019-02-24 11:00:00.000,,0.0,0.0,0.0,2019-02-24 11:00:04.862,2019-02-24 11:00:04.862,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,8128ed2e-b582-480a-83f9-9615ec8e122c,
0.0,0.0,0.0,0.0,2019-02-23 11:00:00.000,,0.0,0.0,0.0,2019-02-23 11:00:57.094,2019-02-23 11:00:57.094,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,9d733787-6e5b-4d96-8cf1-b1c4137ec62e,
0.0,0.0,0.0,0.0,2019-03-03 11:00:00.000,,0.0,0.0,0.0,2019-03-03 11:04:46.932,2019-03-03 11:04:46.932,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,1cdec317-a566-4148-ae6b-a93c617e9512,
0.0,0.0,0.0,0.0,2019-02-24 06:00:00.000,,0.0,0.0,0.0,2019-02-24 06:00:01.561,2019-02-24 06:00:01.561,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,882.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,5ff10b1d-6977-49f6-b2ee-f19fcd4639f4,
0.0,0.0,0.0,0.0,2019-03-04 16:00:00.000,,0.0,0.0,0.0,2019-03-04 16:35:00.488,2019-03-04 16:35:00.488,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,956809f5-4072-4b24-8fcf-7105a0b00fa1,
0.0,0.0,0.0,0.0,2019-02-26 06:00:00.000,,0.0,0.0,0.0,2019-02-26 06:00:28.869,2019-02-26 06:00:28.869,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,847.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,15441f9b-a241-457f-9bc6-9794913de21f,
0.0,0.0,0.0,0.0,2019-02-10 16:00:00.000,,0.0,0.0,0.0,2019-02-10 16:01:22.943,2019-02-10 16:01:22.943,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,5fc6a52a-e824-4785-ae63-346ba06065f2,
0.0,0.0,0.0,0.0,2019-02-25 11:00:00.000,,0.0,0.0,0.0,2019-02-25 11:00:13.640,2019-02-25 11:00:13.640,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,889.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,abf01cdf-adc2-465d-83e2-add6c7c9abc1,
0.0,0.0,0.0,0.0,2019-02-25 20:36:49.535,,0.0,0.0,0.0,2019-02-25 20:37:29.631,2019-02-25 20:37:29.631,100006,0.0,0.0,0.0,0.0,0.0,وجبة خفيفة عند المساء,0.0,1000.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,e8253022-20c4-41c1-908d-971d50c9d8e9,
0.0,0.0,0.0,0.0,2019-02-28 06:00:00.000,,0.0,0.0,0.0,2019-02-28 06:00:38.126,2019-02-28 06:00:38.126,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,847.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,1735f498-8165-4e33-90f8-05db3e9fedcd,
0.0,0.0,0.0,0.0,2019-02-27 06:00:00.000,,0.0,0.0,0.0,2019-02-27 07:17:59.776,2019-02-27 07:17:59.776,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,847.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,c34c30df-5ab3-4c8b-b228-31f9004f9129,
0.0,0.0,0.0,0.0,2019-02-27 16:00:00.000,,0.0,0.0,0.0,2019-02-27 16:00:45.797,2019-02-27 16:00:45.797,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,1b122711-9988-4f0a-b8b9-194c02b9fb17,
0.0,0.0,0.0,0.0,2019-02-12 16:00:00.000,,0.0,0.0,0.0,2019-02-12 16:00:44.196,2019-02-12 16:00:44.196,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,2cd30888-2ca8-478f-9521-4932805eedf2,
0.0,0.0,0.0,0.0,2019-03-02 06:00:00.000,,0.0,0.0,0.0,2019-03-02 06:04:00.728,2019-03-02 06:04:00.728,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,847.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,e0918255-e8b0-43c2-ab77-34fc8dd3e15b,
0.0,0.0,0.0,0.0,2019-03-01 06:00:00.000,,0.0,0.0,0.0,2019-03-01 06:03:00.965,2019-03-01 06:03:00.965,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,847.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,fb5d7506-0273-4480-9f8d-116a6e82e60e,
0.0,0.0,0.0,0.0,2019-03-01 16:00:00.000,,0.0,0.0,0.0,2019-03-01 16:00:35.769,2019-03-01 16:00:35.769,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,031eaa0d-de73-4346-b8f5-cb5541d3a1ed,
0.0,0.0,0.0,0.0,2019-02-14 16:00:00.000,,0.0,0.0,0.0,2019-02-14 16:03:21.625,2019-02-14 16:03:21.625,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,0feced95-b341-45af-b782-71ebf67a4f38,
0.0,0.0,0.0,0.0,2019-02-16 16:00:00.000,,0.0,0.0,0.0,2019-02-16 16:02:51.637,2019-02-16 16:02:51.637,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,897.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,d7be35d8-50a8-4202-8b60-282e47b3218d,
0.0,0.0,0.0,0.0,2019-03-03 06:00:00.000,,0.0,0.0,0.0,2019-03-03 06:00:48.684,2019-03-03 06:00:48.684,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,847.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,30fbb8d6-3494-441d-8b2c-77e55992c877,
0.0,0.0,0.0,0.0,2019-03-03 16:00:00.000,,0.0,0.0,0.0,2019-03-03 16:03:21.021,2019-03-03 16:03:21.021,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,c5552bdc-63e1-4040-8c24-44f88aaf6335,
0.0,0.0,0.0,0.0,2019-03-04 06:00:00.000,,0.0,0.0,0.0,2019-03-04 06:01:00.431,2019-03-04 06:01:00.431,100001,0.0,0.0,0.0,0.0,0.0,الفطور,0.0,847.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,9f7a6e3e-cca7-4c7e-9686-5c533ddbd0e7,
0.0,0.0,0.0,0.0,2019-02-18 16:00:00.000,,0.0,0.0,0.0,2019-02-18 16:01:09.421,2019-02-18 16:01:09.421,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,2865ed16-4852-42e7-a111-31a57a623e11,
0.0,0.0,0.0,0.0,2019-02-20 16:00:00.000,,0.0,0.0,0.0,2019-02-20 16:01:26.525,2019-02-20 16:01:26.525,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,f59a17ef-cee5-48bb-a5cd-623fd11e37f5,
0.0,0.0,0.0,0.0,2019-02-22 16:00:00.000,,0.0,0.0,0.0,2019-02-22 16:01:26.328,2019-02-22 16:01:26.328,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,881.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,d8c34d32-8e42-4676-90dd-1954132f171c,
0.0,0.0,0.0,0.0,2019-02-24 16:00:00.000,,0.0,0.0,0.0,2019-02-24 16:01:00.812,2019-02-24 16:01:00.812,100003,0.0,0.0,0.0,0.0,0.0,العشاء,0.0,889.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,00fcd402-c932-4608-92ac-a3689a54d3fb,
0.0,0.0,0.0,0.0,2019-02-26 11:00:00.000,,0.0,0.0,0.0,2019-02-26 11:00:31.088,2019-02-26 11:00:31.088,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,586bd697-da07-466a-9b87-beda9dba5674,
0.0,0.0,0.0,0.0,2019-02-28 11:00:00.000,,0.0,0.0,0.0,2019-02-28 11:00:24.569,2019-02-28 11:00:24.569,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,54ba0a38-2ca4-49a2-924d-6e93e8485bd2,
0.0,0.0,0.0,0.0,2019-03-02 11:00:00.000,,0.0,0.0,0.0,2019-03-02 11:02:07.902,2019-03-02 11:02:07.902,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,39ed44e5-6749-4215-bac8-75b50f8d7772,
0.0,0.0,0.0,0.0,2019-03-04 11:00:00.000,,0.0,0.0,0.0,2019-03-04 11:01:28.655,2019-03-04 11:01:28.655,100002,0.0,0.0,0.0,0.0,0.0,الغداء,0.0,846.0,UTC+0300,lv82WtQZxZ,0.0,0.0,com.sec.android.app.shealth,0.0,7f7fabd7-42cb-4f6b-9417-b27771c1e523,
